"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"202408","1호선","신설동","283898","115092","275451","112469","20240903"
"202408","1호선","제기동","224270","248075","212464","263675","20240903"
"202408","1호선","청량리(서울시립대입구)","376838","278510","364622","283470","20240903"
"202408","1호선","동묘앞","143866","138732","144748","138584","20240903"
"202408","1호선","서울역","1407719","199799","1321125","190124","20240903"
"202408","1호선","시청","606007","98200","610797","95669","20240903"
"202408","1호선","종각","930928","138968","928840","129406","20240903"
"202408","1호선","종로3가","441611","260927","405377","240111","20240903"
"202408","1호선","종로5가","436990","227270","426999","220774","20240903"
"202408","1호선","동대문","223591","114899","216447","113569","20240903"
"202408","공항철도 1호선","공항화물청사","47585","10253","53918","10025","20240903"
"202408","공항철도 1호선","인천공항2터미널","222851","35502","180733","31769","20240903"
"202408","공항철도 1호선","영종","103199","21926","104693","21947","20240903"
"202408","공항철도 1호선","김포공항","271936","25028","159237","16400","20240903"
"202408","공항철도 1호선","서울역","408793","35505","370457","32140","20240903"
"202408","공항철도 1호선","마곡나루(서울식물원)","276002","15821","260890","15568","20240903"
"202408","공항철도 1호선","디지털미디어시티","346333","28232","324273","26654","20240903"
"202408","공항철도 1호선","홍대입구","461610","20009","446186","18664","20240903"
"202408","공항철도 1호선","공덕","78216","9185","104512","10822","20240903"
"202408","공항철도 1호선","계양","338389","37505","318861","36310","20240903"
"202408","공항철도 1호선","검암","164110","16566","169392","16781","20240903"
"202408","공항철도 1호선","청라국제도시","196227","14571","186281","14525","20240903"
"202408","공항철도 1호선","운서","257259","30918","274736","30934","20240903"
"202408","공항철도 1호선","인천공항1터미널","454865","48117","416626","44919","20240903"
"202407","1호선","서울역","1448788","209095","1366295","198181","20240803"
"202407","1호선","시청","650741","91543","658399","87954","20240803"
"202407","1호선","종각","997215","148133","991450","138832","20240803"
"202407","1호선","종로3가","476755","278442","440368","257534","20240803"
"202407","1호선","종로5가","455951","243737","446910","237639","20240803"
"202407","1호선","동대문","230882","124946","223755","125043","20240803"
"202407","1호선","신설동","303678","119799","294120","117300","20240803"
"202407","1호선","제기동","239978","249675","228808","265506","20240803"
"202407","1호선","청량리(서울시립대입구)","399832","278559","381968","281373","20240803"
"202407","1호선","동묘앞","148067","146212","150264","147314","20240803"
"202407","공항철도 1호선","홍대입구","464958","20869","448273","19531","20240803"
"202407","공항철도 1호선","영종","104771","23078","106296","22980","20240803"
"202407","공항철도 1호선","인천공항2터미널","204344","22883","176090","19861","20240803"
"202407","공항철도 1호선","인천공항1터미널","430404","40441","417387","37593","20240803"
"202407","공항철도 1호선","공항화물청사","49982","10694","55173","10623","20240803"
"202407","공항철도 1호선","운서","259107","32140","271910","32096","20240803"
"202407","공항철도 1호선","청라국제도시","208362","15634","196563","15412","20240803"
"202407","공항철도 1호선","검암","172311","17273","178145","17575","20240803"
"202407","공항철도 1호선","계양","355778","39041","335014","37470","20240803"
"202407","공항철도 1호선","김포공항","281581","22989","163286","14885","20240803"
"202407","공항철도 1호선","마곡나루(서울식물원)","304878","17416","289900","17271","20240803"
"202407","공항철도 1호선","디지털미디어시티","378853","29962","356063","27996","20240803"
"202407","공항철도 1호선","공덕","81837","9385","108449","11018","20240803"
"202407","공항철도 1호선","서울역","389752","35731","352996","32354","20240803"
"202406","1호선","서울역","1375235","217760","1312172","208410","20240703"
"202406","1호선","동묘앞","156165","163273","161457","162912","20240703"
"202406","1호선","청량리(서울시립대입구)","397655","287057","379680","290189","20240703"
"202406","1호선","제기동","230693","262223","220271","280041","20240703"
"202406","1호선","신설동","287903","122597","276799","118990","20240703"
"202406","1호선","동대문","231365","129109","226540","130444","20240703"
"202406","1호선","종로5가","440595","248630","432871","242504","20240703"
"202406","1호선","종로3가","471522","287153","426339","264801","20240703"
"202406","1호선","종각","914353","146932","912364","137905","20240703"
"202406","1호선","시청","623388","97573","630661","95530","20240703"
"202406","공항철도 1호선","마곡나루(서울식물원)","293379","18374","281699","19092","20240703"
"202406","공항철도 1호선","디지털미디어시티","345027","29854","326193","28194","20240703"
"202406","공항철도 1호선","공덕","76784","9197","104522","11119","20240703"
"202406","공항철도 1호선","서울역","392988","37978","356279","34158","20240703"
"202406","공항철도 1호선","홍대입구","432512","21208","417261","19611","20240703"
"202406","공항철도 1호선","영종","100629","24230","103407","24349","20240703"
"202406","공항철도 1호선","인천공항2터미널","200319","20333","171343","17400","20240703"
"202406","공항철도 1호선","인천공항1터미널","417830","42447","405982","39172","20240703"
"202406","공항철도 1호선","공항화물청사","46336","10065","52231","10114","20240703"
"202406","공항철도 1호선","운서","252231","34001","266881","34117","20240703"
"202406","공항철도 1호선","청라국제도시","196417","16200","185470","15871","20240703"
"202406","공항철도 1호선","검암","163811","18437","170682","19235","20240703"
"202406","공항철도 1호선","계양","336281","40545","318499","38819","20240703"
"202406","공항철도 1호선","김포공항","285757","24704","153947","15826","20240703"
"202405","1호선","서울역","1479117","236809","1428188","228836","20240603"
"202405","1호선","동묘앞","176547","175272","186029","177168","20240603"
"202405","1호선","청량리(서울시립대입구)","425934","303795","410468","305873","20240603"
"202405","1호선","제기동","249016","283615","238896","303596","20240603"
"202405","1호선","신설동","309545","127360","297637","123519","20240603"
"202405","1호선","동대문","245573","131145","241712","131760","20240603"
"202405","1호선","종로5가","490609","268475","478781","260570","20240603"
"202405","1호선","종로3가","519210","306638","467584","280264","20240603"
"202405","1호선","종각","989168","162080","970072","151268","20240603"
"202405","1호선","시청","691098","107105","693899","103074","20240603"
"202405","공항철도 1호선","마곡나루(서울식물원)","302557","20775","289807","21341","20240603"
"202405","공항철도 1호선","디지털미디어시티","375601","32082","350876","29981","20240603"
"202405","공항철도 1호선","홍대입구","463385","22461","446277","20736","20240603"
"202405","공항철도 1호선","공덕","76632","9616","105256","11755","20240603"
"202405","공항철도 1호선","서울역","405252","41070","364837","36978","20240603"
"202405","공항철도 1호선","영종","105305","25766","106978","25685","20240603"
"202405","공항철도 1호선","인천공항2터미널","200631","19025","168082","16407","20240603"
"202405","공항철도 1호선","인천공항1터미널","419199","42597","402138","39606","20240603"
"202405","공항철도 1호선","공항화물청사","48340","10441","59032","10408","20240603"
"202405","공항철도 1호선","운서","259261","35843","273612","35959","20240603"
"202405","공항철도 1호선","청라국제도시","208220","17358","197663","17229","20240603"
"202405","공항철도 1호선","검암","176223","20361","182992","21248","20240603"
"202405","공항철도 1호선","계양","360070","42671","339675","40663","20240603"
"202405","공항철도 1호선","김포공항","288897","26068","154930","16159","20240603"
"202404","1호선","제기동","242216","271056","233180","292141","20240503"
"202404","1호선","동묘앞","163758","170548","171411","172515","20240503"
"202404","1호선","청량리(서울시립대입구)","402637","287673","388366","290364","20240503"
"202404","1호선","신설동","302361","123232","290665","119724","20240503"
"202404","1호선","동대문","237681","128816","236028","130810","20240503"
"202404","1호선","종로5가","473113","260860","465896","252872","20240503"
"202404","1호선","종로3가","502691","297630","452797","271167","20240503"
"202404","1호선","종각","949436","150201","938023","139702","20240503"
"202404","1호선","시청","668804","108693","670890","104264","20240503"
"202404","1호선","서울역","1433895","235424","1372112","226600","20240503"
"202404","공항철도 1호선","마곡나루(서울식물원)","298450","20529","286040","21234","20240503"
"202404","공항철도 1호선","디지털미디어시티","375016","30984","352764","29368","20240503"
"202404","공항철도 1호선","홍대입구","431751","22019","415732","19911","20240503"
"202404","공항철도 1호선","공덕","77350","9526","105564","11449","20240503"
"202404","공항철도 1호선","서울역","387371","40406","348938","36217","20240503"
"202404","공항철도 1호선","김포공항","278577","27003","149775","16850","20240503"
"202404","공항철도 1호선","계양","356717","41754","336871","40185","20240503"
"202404","공항철도 1호선","검암","176781","20440","183526","21027","20240503"
"202404","공항철도 1호선","청라국제도시","202871","17077","191562","16750","20240503"
"202404","공항철도 1호선","운서","255091","35561","267346","35969","20240503"
"202404","공항철도 1호선","공항화물청사","48816","10669","57987","10711","20240503"
"202404","공항철도 1호선","인천공항1터미널","409482","40445","387353","36938","20240503"
"202404","공항철도 1호선","인천공항2터미널","189823","18886","160792","16057","20240503"
"202404","공항철도 1호선","영종","103019","25299","104076","25157","20240503"
"202403","1호선","서울역","1447754","227062","1393734","217639","20240403"
"202403","1호선","동묘앞","169654","183569","179509","185429","20240403"
"202403","1호선","청량리(서울시립대입구)","416357","303404","402220","304789","20240403"
"202403","1호선","제기동","247757","284893","240496","302034","20240403"
"202403","1호선","신설동","307664","131660","296760","127945","20240403"
"202403","1호선","동대문","247676","137903","248695","139140","20240403"
"202403","1호선","종로5가","507635","270416","495448","260685","20240403"
"202403","1호선","종로3가","499200","310535","462956","287412","20240403"
"202403","1호선","종각","964737","152686","946524","142688","20240403"
"202403","1호선","시청","664265","111445","656796","108138","20240403"
"202403","공항철도 1호선","마곡나루(서울식물원)","282354","18085","271968","18729","20240403"
"202403","공항철도 1호선","디지털미디어시티","371754","30609","347676","29512","20240403"
"202403","공항철도 1호선","홍대입구","445365","22015","435472","19851","20240403"
"202403","공항철도 1호선","공덕","76930","9407","109133","11559","20240403"
"202403","공항철도 1호선","서울역","412201","38727","363879","34534","20240403"
"202403","공항철도 1호선","영종","101646","23675","103108","23441","20240403"
"202403","공항철도 1호선","인천공항2터미널","200872","20288","162641","17060","20240403"
"202403","공항철도 1호선","인천공항1터미널","435399","41221","381412","38010","20240403"
"202403","공항철도 1호선","공항화물청사","47956","10216","55536","10084","20240403"
"202403","공항철도 1호선","운서","250061","32862","265367","33468","20240403"
"202403","공항철도 1호선","청라국제도시","201478","15630","191786","15433","20240403"
"202403","공항철도 1호선","검암","177355","18844","185979","19143","20240403"
"202403","공항철도 1호선","계양","351145","40393","333667","38100","20240403"
"202403","공항철도 1호선","김포공항","285507","26154","156738","16524","20240403"
"202402","1호선","신설동","257411","110367","248804","107289","20240303"
"202402","1호선","동묘앞","144619","142038","155082","144687","20240303"
"202402","1호선","청량리(서울시립대입구)","350437","266447","340983","268232","20240303"
"202402","1호선","제기동","215365","254164","207846","271449","20240303"
"202402","1호선","신설동","257411","110367","248804","107289","20240303"
"202402","1호선","동대문","224713","113712","225306","113175","20240303"
"202402","1호선","종로5가","437773","224009","426719","215887","20240303"
"202402","1호선","종로3가","434613","268306","404998","249676","20240303"
"202402","1호선","종각","893697","134367","866865","124618","20240303"
"202402","1호선","시청","589874","82025","590697","79839","20240303"
"202402","1호선","서울역","1333948","188757","1287436","180001","20240303"
"202402","1호선","동묘앞","144619","142038","155082","144687","20240303"
"202402","1호선","청량리(서울시립대입구)","350437","266447","340983","268232","20240303"
"202402","1호선","제기동","215365","254164","207846","271449","20240303"
"202402","1호선","동대문","224713","113712","225306","113175","20240303"
"202402","1호선","종로5가","437773","224009","426719","215887","20240303"
"202402","1호선","종로3가","434613","268306","404998","249676","20240303"
"202402","1호선","종각","893697","134367","866865","124618","20240303"
"202402","1호선","시청","589874","82025","590697","79839","20240303"
"202402","1호선","서울역","1333948","188757","1287436","180001","20240303"
"202402","공항철도 1호선","운서","219576","27737","232765","27968","20240303"
"202402","공항철도 1호선","영종","91009","19378","92112","19356","20240303"
"202402","공항철도 1호선","인천공항2터미널","182272","16324","152701","14312","20240303"
"202402","공항철도 1호선","인천공항1터미널","384347","30653","355287","28636","20240303"
"202402","공항철도 1호선","공항화물청사","45265","9138","48156","8880","20240303"
"202402","공항철도 1호선","운서","219576","27737","232765","27968","20240303"
"202402","공항철도 1호선","청라국제도시","183024","13186","173290","12931","20240303"
"202402","공항철도 1호선","검암","159465","15809","161886","15762","20240303"
"202402","공항철도 1호선","계양","315254","33581","296942","31850","20240303"
"202402","공항철도 1호선","김포공항","276468","21135","148335","13465","20240303"
"202402","공항철도 1호선","마곡나루(서울식물원)","262507","15312","249799","15742","20240303"
"202402","공항철도 1호선","디지털미디어시티","333483","27106","313629","25805","20240303"
"202402","공항철도 1호선","홍대입구","409421","18878","404212","17153","20240303"
"202402","공항철도 1호선","공덕","70887","7951","97220","9755","20240303"
"202402","공항철도 1호선","서울역","353470","32348","325181","28837","20240303"
"202402","공항철도 1호선","영종","91009","19378","92112","19356","20240303"
"202402","공항철도 1호선","인천공항2터미널","182272","16324","152701","14312","20240303"
"202402","공항철도 1호선","인천공항1터미널","384347","30653","355287","28636","20240303"
"202402","공항철도 1호선","공항화물청사","45265","9138","48156","8880","20240303"
"202402","공항철도 1호선","청라국제도시","183024","13186","173290","12931","20240303"
"202402","공항철도 1호선","검암","159465","15809","161886","15762","20240303"
"202402","공항철도 1호선","계양","315254","33581","296942","31850","20240303"
"202402","공항철도 1호선","김포공항","276468","21135","148335","13465","20240303"
"202402","공항철도 1호선","마곡나루(서울식물원)","262507","15312","249799","15742","20240303"
"202402","공항철도 1호선","디지털미디어시티","333483","27106","313629","25805","20240303"
"202402","공항철도 1호선","홍대입구","409421","18878","404212","17153","20240303"
"202402","공항철도 1호선","공덕","70887","7951","97220","9755","20240303"
"202402","공항철도 1호선","서울역","353470","32348","325181","28837","20240303"
"202401","1호선","서울역","1387066","205868","1319919","195790","20240203"
"202401","1호선","동묘앞","138020","148107","144215","149640","20240203"
"202401","1호선","청량리(서울시립대입구)","369213","288236","358445","290438","20240203"
"202401","1호선","제기동","231137","283094","221946","303035","20240203"
"202401","1호선","신설동","280906","118280","272723","115492","20240203"
"202401","1호선","동대문","214959","121212","205635","120182","20240203"
"202401","1호선","종로5가","464520","243194","456584","234821","20240203"
"202401","1호선","종로3가","476713","292109","443607","270252","20240203"
"202401","1호선","종각","1013394","148209","987313","138647","20240203"
"202401","1호선","시청","661167","93522","664612","91704","20240203"
"202401","공항철도 1호선","서울역","339662","34908","315864","31199","20240203"
"202401","공항철도 1호선","영종","97294","20296","97702","20176","20240203"
"202401","공항철도 1호선","인천공항2터미널","187698","17572","163269","15462","20240203"
"202401","공항철도 1호선","인천공항1터미널","372023","33033","363875","30559","20240203"
"202401","공항철도 1호선","공항화물청사","50828","10064","55282","9735","20240203"
"202401","공항철도 1호선","운서","236001","29479","250510","30038","20240203"
"202401","공항철도 1호선","청라국제도시","200923","14341","189496","14018","20240203"
"202401","공항철도 1호선","검암","174451","16567","177275","16831","20240203"
"202401","공항철도 1호선","계양","346353","35907","327279","34092","20240203"
"202401","공항철도 1호선","김포공항","291796","23775","156945","14473","20240203"
"202401","공항철도 1호선","마곡나루(서울식물원)","294842","17365","280399","17442","20240203"
"202401","공항철도 1호선","디지털미디어시티","376407","30235","352012","28782","20240203"
"202401","공항철도 1호선","홍대입구","415901","20330","409457","18638","20240203"
"202401","공항철도 1호선","공덕","75363","8660","104993","10713","20240203"
"202312","1호선","종로3가","488467","310689","450427","286850","20240103"
"202312","1호선","동대문","236114","128542","228110","127639","20240103"
"202312","1호선","제기동","231358","256218","219338","272510","20240103"
"202312","1호선","신설동","289402","120282","276992","116775","20240103"
"202312","1호선","동묘앞","144443","146515","150931","148571","20240103"
"202312","1호선","서울역","1442704","211843","1404121","203808","20240103"
"202312","1호선","청량리(서울시립대입구)","380606","274847","372443","276209","20240103"
"202312","1호선","종로5가","483866","246504","476917","239266","20240103"
"202312","1호선","시청","696784","99882","684254","98107","20240103"
"202312","1호선","종각","1010849","162696","985165","152064","20240103"
"202312","공항철도 1호선","운서","245569","29758","257928","29837","20240103"
"202312","공항철도 1호선","영종","100189","21329","100950","21094","20240103"
"202312","공항철도 1호선","인천공항2터미널","195905","16770","163532","14713","20240103"
"202312","공항철도 1호선","인천공항1터미널","378410","33401","368324","30208","20240103"
"202312","공항철도 1호선","공항화물청사","49150","9807","63265","9341","20240103"
"202312","공항철도 1호선","청라국제도시","198829","15263","187317","15052","20240103"
"202312","공항철도 1호선","검암","171457","17312","174894","17427","20240103"
"202312","공항철도 1호선","계양","346832","37504","324408","35211","20240103"
"202312","공항철도 1호선","김포공항","293153","24416","159623","14899","20240103"
"202312","공항철도 1호선","마곡나루(서울식물원)","263384","16264","256452","16605","20240103"
"202312","공항철도 1호선","디지털미디어시티","352347","30334","330246","28516","20240103"
"202312","공항철도 1호선","홍대입구","444277","20385","442108","18876","20240103"
"202312","공항철도 1호선","공덕","73750","8755","105924","11115","20240103"
"202312","공항철도 1호선","서울역","374308","35886","344424","32284","20240103"
"202311","1호선","서울역","1446981","217363","1382424","207561","20231203"
"202311","1호선","동묘앞","145123","149961","150686","151238","20231203"
"202311","1호선","청량리(서울시립대입구)","380377","271514","369038","275177","20231203"
"202311","1호선","제기동","236214","263515","225295","281109","20231203"
"202311","1호선","신설동","296375","119681","284293","117247","20231203"
"202311","1호선","동대문","228644","123983","220181","123667","20231203"
"202311","1호선","종로5가","503760","245469","494954","236463","20231203"
"202311","1호선","종로3가","476984","288215","437566","265357","20231203"
"202311","1호선","종각","983062","149124","964695","137862","20231203"
"202311","1호선","시청","706852","103979","705374","102291","20231203"
"202311","공항철도 1호선","마곡나루(서울식물원)","295796","17043","283261","17405","20231203"
"202311","공항철도 1호선","디지털미디어시티","389367","30893","363371","28749","20231203"
"202311","공항철도 1호선","공덕","73826","8997","103005","10956","20231203"
"202311","공항철도 1호선","서울역","380827","36688","338601","33441","20231203"
"202311","공항철도 1호선","홍대입구","409669","19751","407642","18089","20231203"
"202311","공항철도 1호선","영종","96871","21587","98554","21456","20231203"
"202311","공항철도 1호선","인천공항2터미널","180138","16647","156398","14390","20231203"
"202311","공항철도 1호선","인천공항1터미널","359532","34915","344016","31065","20231203"
"202311","공항철도 1호선","공항화물청사","52374","10210","55541","9541","20231203"
"202311","공항철도 1호선","운서","237342","30523","249703","30855","20231203"
"202311","공항철도 1호선","청라국제도시","200291","15216","189958","15087","20231203"
"202311","공항철도 1호선","검암","180192","18208","185113","18587","20231203"
"202311","공항철도 1호선","계양","355633","37099","333912","34873","20231203"
"202311","공항철도 1호선","김포공항","290747","25338","156289","15432","20231203"
"202310","1호선","동묘앞","158633","179081","169937","180728","20231103"
"202310","1호선","청량리(서울시립대입구)","373168","284133","363785","286861","20231103"
"202310","1호선","제기동","229494","284154","219321","303921","20231103"
"202310","1호선","신설동","285710","125851","274653","123331","20231103"
"202310","1호선","동대문","240537","133504","233806","134891","20231103"
"202310","1호선","종로5가","496473","268981","499265","260177","20231103"
"202310","1호선","종로3가","505893","318029","450857","290405","20231103"
"202310","1호선","종각","934182","153323","912219","142417","20231103"
"202310","1호선","시청","680015","110873","688576","109588","20231103"
"202310","1호선","서울역","1414759","228199","1325225","221362","20231103"
"202310","공항철도 1호선","마곡나루(서울식물원)","281088","19837","275507","20190","20231103"
"202310","공항철도 1호선","디지털미디어시티","360386","30360","339804","28409","20231103"
"202310","공항철도 1호선","홍대입구","434608","21049","428592","18997","20231103"
"202310","공항철도 1호선","공덕","72207","9134","99287","10800","20231103"
"202310","공항철도 1호선","서울역","392440","39139","346694","35636","20231103"
"202310","공항철도 1호선","영종","101878","24408","103666","24465","20231103"
"202310","공항철도 1호선","인천공항2터미널","188589","18150","157648","15536","20231103"
"202310","공항철도 1호선","인천공항1터미널","390218","41214","352972","36789","20231103"
"202310","공항철도 1호선","공항화물청사","50358","10404","53569","9997","20231103"
"202310","공항철도 1호선","운서","240913","33869","257748","34623","20231103"
"202310","공항철도 1호선","청라국제도시","195971","16575","186157","16397","20231103"
"202310","공항철도 1호선","검암","181529","20549","188054","21329","20231103"
"202310","공항철도 1호선","계양","347305","40426","323039","37797","20231103"
"202310","공항철도 1호선","김포공항","300278","25936","157973","16050","20231103"
"202309","1호선","제기동","225337","293172","213872","317701","20231003"
"202309","1호선","서울역","1302969","196432","1278959","187106","20231003"
"202309","1호선","시청","627933","98111","636796","98402","20231003"
"202309","1호선","종각","899554","138210","882768","127736","20231003"
"202309","1호선","종로3가","467997","285136","418953","262510","20231003"
"202309","1호선","종로5가","474020","243837","472301","235844","20231003"
"202309","1호선","동대문","244748","117292","240045","116736","20231003"
"202309","1호선","신설동","278667","115977","266224","112061","20231003"
"202309","1호선","청량리(서울시립대입구)","357847","276674","348368","280143","20231003"
"202309","1호선","동묘앞","143466","152241","149942","153930","20231003"
"202309","공항철도 1호선","서울역","364386","33847","328846","30795","20231003"
"202309","공항철도 1호선","김포공항","287535","23530","155597","14834","20231003"
"202309","공항철도 1호선","계양","328414","35993","306604","33752","20231003"
"202309","공항철도 1호선","검암","178071","18360","179943","18547","20231003"
"202309","공항철도 1호선","청라국제도시","187213","14961","177497","14828","20231003"
"202309","공항철도 1호선","운서","233770","31021","245914","31229","20231003"
"202309","공항철도 1호선","공항화물청사","50863","10126","54052","9947","20231003"
"202309","공항철도 1호선","인천공항1터미널","366125","35215","355282","33235","20231003"
"202309","공항철도 1호선","인천공항2터미널","174927","17462","153367","15555","20231003"
"202309","공항철도 1호선","영종","96934","22055","98775","22090","20231003"
"202309","공항철도 1호선","마곡나루(서울식물원)","265124","16149","253009","15893","20231003"
"202309","공항철도 1호선","디지털미디어시티","352925","27851","326567","26400","20231003"
"202309","공항철도 1호선","홍대입구","389379","19011","389231","17294","20231003"
"202309","공항철도 1호선","공덕","69341","8847","95119","10157","20231003"
"202308","1호선","청량리(서울시립대입구)","336979","261424","328930","263187","20230903"
"202308","1호선","서울역","1348135","192774","1281988","182561","20230903"
"202308","1호선","시청","632630","91677","638223","90742","20230903"
"202308","1호선","종각","953269","140171","950241","131098","20230903"
"202308","1호선","종로3가","448626","272687","405816","253726","20230903"
"202308","1호선","종로5가","464280","238687","459639","230174","20230903"
"202308","1호선","동대문","214512","115267","206033","113885","20230903"
"202308","1호선","신설동","275075","113648","266328","110359","20230903"
"202308","1호선","제기동","223168","260977","212758","278708","20230903"
"202308","1호선","동묘앞","133008","136307","136485","136815","20230903"
"202308","공항철도 1호선","공덕","70176","8485","96174","9916","20230903"
"202308","공항철도 1호선","영종","100114","21053","101285","21112","20230903"
"202308","공항철도 1호선","인천공항2터미널","190328","28109","161882","25512","20230903"
"202308","공항철도 1호선","인천공항1터미널","412818","39760","386681","37307","20230903"
"202308","공항철도 1호선","공항화물청사","53316","10336","56932","9935","20230903"
"202308","공항철도 1호선","운서","247026","29390","260982","30033","20230903"
"202308","공항철도 1호선","청라국제도시","187143","13544","177339","13413","20230903"
"202308","공항철도 1호선","검암","175729","17150","177431","17249","20230903"
"202308","공항철도 1호선","계양","326090","34492","304517","32417","20230903"
"202308","공항철도 1호선","김포공항","299294","24433","159487","15207","20230903"
"202308","공항철도 1호선","마곡나루(서울식물원)","255153","14965","242345","14751","20230903"
"202308","공항철도 1호선","디지털미디어시티","362665","27309","335929","25793","20230903"
"202308","공항철도 1호선","홍대입구","418596","19287","415010","17767","20230903"
"202308","공항철도 1호선","서울역","370511","34060","333570","30557","20230903"
"202307","1호선","종각","976113","139747","969625","131264","20230803"
"202307","1호선","청량리(서울시립대입구)","334143","251824","327787","253163","20230803"
"202307","1호선","제기동","226764","255532","215878","272805","20230803"
"202307","1호선","신설동","286770","113722","276608","110263","20230803"
"202307","1호선","동대문","223223","119648","214104","119156","20230803"
"202307","1호선","종로5가","472806","245844","467415","236244","20230803"
"202307","1호선","종로3가","478176","282721","434839","263176","20230803"
"202307","1호선","동묘앞","134443","138562","138254","139701","20230803"
"202307","1호선","시청","637798","86072","641026","84194","20230803"
"202307","1호선","서울역","1373670","195005","1301690","185973","20230803"
"202307","공항철도 1호선","마곡나루(서울식물원)","260180","14893","249703","15091","20230803"
"202307","공항철도 1호선","김포공항","305329","23208","163676","14622","20230803"
"202307","공항철도 1호선","계양","331095","34939","306872","33021","20230803"
"202307","공항철도 1호선","검암","174935","17131","174815","17236","20230803"
"202307","공항철도 1호선","청라국제도시","190845","14258","180651","13958","20230803"
"202307","공항철도 1호선","운서","245449","30084","259149","30536","20230803"
"202307","공항철도 1호선","디지털미디어시티","373499","27363","344107","25673","20230803"
"202307","공항철도 1호선","공항화물청사","52533","9962","56682","9599","20230803"
"202307","공항철도 1호선","인천공항1터미널","386340","35523","371628","33000","20230803"
"202307","공항철도 1호선","인천공항2터미널","183473","20870","157034","18340","20230803"
"202307","공항철도 1호선","영종","100007","21265","101734","21465","20230803"
"202307","공항철도 1호선","홍대입구","423137","18692","423247","17583","20230803"
"202307","공항철도 1호선","공덕","70235","7948","96266","9800","20230803"
"202307","공항철도 1호선","서울역","357974","33726","325916","30252","20230803"
"202306","1호선","동대문","224118","126694","214290","126827","20230703"
"202306","1호선","서울역","1355284","211835","1285303","201772","20230703"
"202306","1호선","시청","643718","95097","653701","93981","20230703"
"202306","1호선","종각","939341","144553","932306","136786","20230703"
"202306","1호선","종로3가","483658","304455","434093","282796","20230703"
"202306","1호선","종로5가","468448","261653","468041","251271","20230703"
"202306","1호선","신설동","287698","119031","276137","115041","20230703"
"202306","1호선","제기동","231277","275258","219395","295752","20230703"
"202306","1호선","청량리(서울시립대입구)","345435","261650","338983","265212","20230703"
"202306","1호선","동묘앞","143230","156934","148422","157665","20230703"
"202306","공항철도 1호선","디지털미디어시티","362838","28354","338399","26658","20230703"
"202306","공항철도 1호선","홍대입구","392468","19715","385660","18568","20230703"
"202306","공항철도 1호선","공덕","68994","8387","94513","10250","20230703"
"202306","공항철도 1호선","영종","98691","23401","100469","23541","20230703"
"202306","공항철도 1호선","서울역","354741","35991","316227","32158","20230703"
"202306","공항철도 1호선","인천공항2터미널","131820","14131","115312","12688","20230703"
"202306","공항철도 1호선","인천공항1터미널","378619","35415","365963","32003","20230703"
"202306","공항철도 1호선","공항화물청사","51972","9921","55765","9558","20230703"
"202306","공항철도 1호선","운서","237292","32034","249055","32499","20230703"
"202306","공항철도 1호선","청라국제도시","187011","15167","177654","14979","20230703"
"202306","공항철도 1호선","검암","173815","18117","174414","18528","20230703"
"202306","공항철도 1호선","계양","332691","37014","307869","34759","20230703"
"202306","공항철도 1호선","김포공항","324408","25859","172013","15917","20230703"
"202306","공항철도 1호선","마곡나루(서울식물원)","272965","17475","263113","17871","20230703"
"202305","1호선","서울역","1383395","221340","1317062","211295","20230603"
"202305","1호선","동묘앞","146784","161080","154602","163899","20230603"
"202305","1호선","청량리(서울시립대입구)","354304","268576","350667","269941","20230603"
"202305","1호선","제기동","237588","281634","227570","302727","20230603"
"202305","1호선","신설동","294047","120978","283536","116895","20230603"
"202305","1호선","동대문","237662","131381","228809","131438","20230603"
"202305","1호선","종로5가","492324","275274","489056","264438","20230603"
"202305","1호선","종로3가","513730","318832","454635","294026","20230603"
"202305","1호선","종각","961459","154073","938722","143949","20230603"
"202305","1호선","시청","672017","93371","683164","92606","20230603"
"202305","공항철도 1호선","공덕","67881","8575","93908","10501","20230603"
"202305","공항철도 1호선","영종","99989","24386","101409","24278","20230603"
"202305","공항철도 1호선","인천공항2터미널","128291","13556","113503","12042","20230603"
"202305","공항철도 1호선","인천공항1터미널","365625","34330","350473","31784","20230603"
"202305","공항철도 1호선","공항화물청사","52184","9953","55254","9720","20230603"
"202305","공항철도 1호선","운서","239280","33036","250833","33350","20230603"
"202305","공항철도 1호선","청라국제도시","189898","14957","179940","14887","20230603"
"202305","공항철도 1호선","검암","177790","19238","179366","19435","20230603"
"202305","공항철도 1호선","계양","341901","37300","315460","34727","20230603"
"202305","공항철도 1호선","김포공항","321668","26519","174415","17494","20230603"
"202305","공항철도 1호선","마곡나루(서울식물원)","271045","17937","262910","18488","20230603"
"202305","공항철도 1호선","디지털미디어시티","354758","28649","333300","26940","20230603"
"202305","공항철도 1호선","홍대입구","406664","20275","397471","18783","20230603"
"202305","공항철도 1호선","서울역","361307","37774","327907","33603","20230603"
"202304","1호선","서울역","1332718","217525","1270254","207338","20230503"
"202304","1호선","동묘앞","145465","164781","153478","167005","20230503"
"202304","1호선","청량리(서울시립대입구)","345292","259065","340230","258269","20230503"
"202304","1호선","제기동","232674","277194","222285","297591","20230503"
"202304","1호선","신설동","285693","119333","274762","115973","20230503"
"202304","1호선","동대문","229644","125974","223394","126273","20230503"
